ID,var_rpta_alt,Prob_uno
629003#815025#265317,,
28431#322411#760730,,
435322#915928#164414,,
32162#260642#822341,1.0,0.8844188617024499
108457#737223#343119,1.0,0.895800785565052
475583#948963#131379,,
59906#499010#581332,,
478420#425845#654130,,
386771#609461#470881,,
291659#631857#448485,0.0,0.05526510724378053
507178#762170#318172,0.0,0.04970045830062122
369737#973953#106389,1.0,0.9174926692890315
61094#237709#845267,,
113134#882786#197556,1.0,0.7581161039198471
415444#598681#481661,,
613976#501857#578485,,
516334#790251#290091,1.0,0.6998984383264282
87764#399275#680636,0.0,0.17958411765081045
32393#203835#881410,0.0,0.20937371834594048
101919#886348#193994,,
115110#43845#1060975,,
306282#1030361#49981,,
213415#438569#641738,,
524999#944799#135543,,
403141#390755#689148,,
181857#679142#401200,,
2560#406772#673153,0.0,0.23704936298617588
461273#992373#87969,,
382059#601594#478748,,
367214#1049883#30459,,
114085#88529#1016770,0.0,0.048563231611390915
562291#36108#1068942,,
307039#29577#728119,,
343623#386520#693330,,
253407#531270#549072,,
5027#758159#322183,,
475264#607045#473297,,
303528#458539#621805,,
180232#511063#569279,,
262716#801175#279167,,
146529#978558#101784,0.0,0.4160186929742757
360652#552473#527869,,
403796#316631#766509,,
108469#661094#419248,,
116022#118015#957460,,
309463#14208#1007857,,
311259#15891#1000200,,
2059#663316#417026,,
301463#116759#971055,0.0,0.052966267938799994
469863#728859#351483,,
7120#110109#977691,,
421523#269758#811471,,
287#437379#642916,,
414151#713442#366900,,
246229#2099#1074591,,
604203#71518#1042561,,
391498#17516#1005472,,
579425#61838#1043145,0.0,0.032538564736116764
50745#699817#380525,,
120863#934246#146096,,
504212#4299#1008777,,
620773#150952#937143,,
232943#448440#631916,1.0,0.9869488412679274
578241#121015#966808,,
171202#680961#399381,,
243031#516680#563662,1.0,0.9425934414858858
401665#347465#733256,,
391362#511160#569182,,
169789#441265#639051,,
341343#76559#1028512,,
410608#833400#246942,,
523711#698905#381437,,
242633#368412#711448,0.0,0.045611802981750535
218889#917386#162956,,
85530#136577#951525,,
575266#642476#437866,0.0,0.10384033712912791
558077#1029998#50344,,
101402#942426#137916,,
80416#973052#107290,,
412878#510095#570247,0.0,0.0688352924846049
86601#826298#254044,,
417146#57509#1047453,,
327969#136634#951468,,
162661#997287#83055,,
11409#292190#790874,1.0,0.948761240371846
70780#609363#470979,1.0,0.5507230510359047
156183#1053168#27174,,
148933#1026997#53345,,
403226#75692#1029372,0.0,0.33832199794322604
62464#491214#589128,1.0,0.9857733278551745
515417#589764#490578,,
182611#823828#256514,,
134531#158032#930072,,
23007#1062017#18325,,
471613#777919#302423,0.0,0.3347568227841599
380459#960779#119563,,
511082#1023784#56558,0.0,0.24268168265425813
98541#270893#812115,1.0,0.9479677817404879
186685#110940#976868,,
210307#342729#737931,,
113726#942419#137923,1.0,0.8194053467731922
574301#289642#793418,,
273456#986246#94096,,
311904#490283#590059,0.0,0.06570804500932527
476193#119633#968192,0.0,0.21181699715835817
43349#575595#504747,,
507876#1070145#10197,,
377045#254563#828428,0.0,0.05705810348184501
525541#462461#617878,,
276993#253880#829120,,
29254#140063#948042,0.0,0.48185645074336164
291596#670681#409661,,
200600#603300#477042,,
546756#974969#105373,,
239271#469016#611326,0.0,0.042365307210277044
39591#954418#125924,0.0,0.2119765382588751
415692#767216#313126,,
226274#198878#889387,0.0,0.15758186088913623
85006#425816#654159,,
5840#519769#560573,,
488776#167354#920773,0.0,0.0546196274069132
375368#840029#240313,,
157093#425354#654623,,
464713#705049#375293,1.0,0.9405276989909941
4514#968156#112186,0.0,0.324249669319397
400629#52442#1052504,,
68908#654261#426081,,
75152#1061270#19072,,
627345#194848#893407,,
91668#949647#130695,,
255679#619501#460841,0.0,0.32910771075210227
622027#99584#988199,0.0,0.21302782229064846
243282#750390#329952,,
28118#542373#537969,,
170615#719978#360364,1.0,0.8737696263256491
435895#330634#750075,,
597898#500115#580227,0.0,0.44518318125636197
371089#975003#105339,,
360348#363647#716202,,
488617#811697#268645,,
397327#614619#465723,,
263753#611399#468943,,
122810#985825#94517,,
233449#755176#325166,,
337249#929864#150478,,
615275#218794#863987,,
39532#946537#133805,,
352087#869353#210989,,
27115#477230#603112,,
303208#973502#106840,,
166202#857303#223039,0.0,0.0703430621696335
243238#34724#1070323,,
496514#66903#1038125,,
136304#172613#915513,,
461533#93207#994560,,
204084#638700#441642,,
339282#309142#773981,,
265200#599618#480724,,
247395#1056096#24246,0.0,0.3659178832695275
540518#312110#771037,,
102324#829431#250911,,
203051#328981#751710,,
402629#725668#354674,,
63863#293254#789823,,
527152#778970#301372,,
320314#1049181#31161,,
150709#822535#257807,0.0,0.06931616920036272
502197#791946#288396,,
476541#478615#601727,,
483041#1001817#78525,,
340182#866932#213410,,
210053#1018668#61674,0.0,0.4289609202369409
177456#875436#204906,,
192525#1004013#76329,0.0,0.36925518455535655
559578#191214#897024,,
589111#1008343#71999,0.0,0.441339289275831
229352#411081#668843,0.0,0.26805369567879245
407514#728318#352024,0.0,0.33320363937137
514821#409980#669940,,
25118#755932#324410,,
374437#444861#635471,,
48363#666300#414042,,
338904#633199#447143,,
598170#445431#634894,0.0,0.25706070978141604
109721#621072#459270,,
190876#1065355#14987,,
170774#960186#120156,0.0,0.044436675288228915
188498#421342#658647,,
339102#244593#838405,,
210868#589474#490868,,
531249#1014042#66300,,
436689#257540#825442,,
69387#883078#197264,,
601825#542301#538041,0.0,0.19778932077543873
151421#87846#1017449,,
299048#1075615#4727,,
519432#75724#1029342,0.0,0.15340810274059077
543918#874135#206207,,
311074#748213#332129,1.0,0.9373288895775143
204023#516325#564017,,
425751#1077019#3323,0.0,0.37813435772588505
304623#519660#560682,,
267234#117550#970271,,
187472#1006283#74059,,
16137#690701#389641,0.0,0.2549728340806133
616737#902851#177491,0.0,0.08799393873676974
591577#760725#319617,,
208119#867219#213123,,
410392#971851#108491,,
520915#232960#849873,,
460837#320114#763042,,
105755#499102#581240,,
234298#640581#439761,,
133945#784650#295692,,
192822#713737#366605,,
218499#93879#993897,,
555787#282780#800270,,
439722#1072508#7834,0.0,0.32945525663864467
566600#230027#852805,,
503067#149984#938108,,
531212#62654#1042330,,
231291#961435#118907,0.0,0.34335458467639046
66562#859094#221248,,
57144#295155#787938,,
371170#166462#921659,,
552229#797437#282905,0.0,0.4158655624998843
210009#754622#325720,,
168239#733145#347197,,
218177#485099#595243,,
494689#847911#232431,,
373713#865694#214648,,
593645#862664#217678,,
588154#613615#466727,0.0,0.1451218834579914
465482#614542#465800,,
562707#405735#674185,,
117559#277600#805435,,
26782#225868#856943,,
212615#695104#385238,,
234340#956664#123678,,
21358#691706#388636,,
447939#776245#304097,,
40308#301665#781449,,
75262#1017058#63284,,
264315#613034#467308,1.0,0.5700793235721577
519842#637227#443115,,
152881#296375#786729,1.0,0.9596452693078784
49438#670429#409913,,
259859#481985#598357,,
249696#1069494#10848,,
401960#370205#709644,,
573323#516315#564027,0.0,0.3643327450786976
34071#501073#579269,,
334542#868985#211357,,
608006#682863#397479,,
281946#118891#968938,,
100820#455924#624409,,
349135#443805#636516,1.0,0.9236806806400437
312961#523335#557007,0.0,0.06481434057946382
235119#906958#173384,,
334791#886336#194006,0.0,0.2803480241777383
570820#482614#597728,,
623956#270048#812964,1.0,0.8789995881204881
438273#843329#237013,,
56866#617869#462473,,
588155#137204#950902,,
365336#317560#765585,,
410227#150302#937793,,
247111#768527#311815,,
544717#68673#1036369,0.0,0.016435537931726776
255304#645658#434684,,
55613#220892#861899,,
493387#889059#191283,,
475245#628595#451747,,
447124#624689#455653,0.0,0.3661320730435336
331723#851308#229034,,
392587#172581#915543,0.0,0.2140200121646614
94881#151788#936317,,
485848#1055520#24822,,
581426#784422#295920,,
62210#1032540#47802,,
243220#466474#613868,1.0,0.8926260260117006
250720#712190#368152,,
367189#1042009#38333,,
584110#412263#667655,1.0,0.9564529034479127
178598#607140#473202,0.0,0.45858358671358734
594462#887546#192796,0.0,0.18012832664202952
219629#289183#793881,,
208590#852668#227674,,
386995#249558#833443,0.0,0.256750419962568
76028#758060#322282,0.0,0.06221067890164771
59216#868555#211787,,
358564#997961#82381,,
94366#539892#540450,,
481724#898662#181680,,
66393#352055#727818,,
227568#796507#283835,0.0,0.2463637532330913
326054#845543#234799,,
39684#833557#246785,0.0,0.35333968951942274
30975#361973#717885,,
307670#807249#273093,,
605377#118792#969039,,
124441#213103#869653,,
110924#944548#135794,0.0,0.4253172291540901
185159#515036#565306,,
507638#560509#519833,,
332365#860975#219367,,
79325#862167#218175,,
491606#162592#925522,0.0,0.0408512557819274
233010#36664#1068397,,
421619#1072012#8330,1.0,0.8395229305407594
295419#94286#993493,,
42405#1077160#3182,,
121485#451292#629069,,
471672#1047119#33223,,
388499#1072334#8008,0.0,0.396139958783468
426748#764895#315447,,
85939#233344#849485,,
190896#126063#961769,,
142822#747336#333006,,
148597#274148#808872,0.0,0.03013335705478725
84808#112207#975605,,
604296#784401#295941,,
540094#223940#858861,0.0,0.279815807850755
312564#477201#603141,0.0,0.23831084522998972
173554#645489#434853,,
259616#990523#89819,,
111891#199608#888661,0.0,0.14019592873261133
117238#238848#844160,,
248834#622607#457735,,
221267#1072743#7599,,
455193#868540#211802,0.0,0.03956308912723907
63396#349550#731207,,
99169#1033783#46559,,
260552#600624#479718,,
295400#696173#384169,,
304223#506113#574229,0.0,0.4969893787294927
299091#457926#622412,,
348282#547609#532733,,
553729#490789#589553,,
439822#246152#836839,,
573428#821442#258900,,
460215#136727#951376,,
105465#315290#767851,,
175334#851886#228456,0.0,0.31893527910299657
470068#873109#207233,,
88613#723152#357190,,
114850#234317#848535,,
212788#639143#441199,0.0,0.27193609763718
627065#223426#859372,,
462955#950500#129842,0.0,0.3114345894057384
462333#906651#173691,,
328221#408290#671626,,
169458#867883#212459,0.0,0.0422636120772891
299903#972519#107823,,
477916#654809#425533,,
41535#767957#312385,,
248404#437978#642316,,
507387#906979#173363,,
262772#644387#435955,,
572987#408133#671787,,
605928#256813#826166,,
171599#38760#1066327,0.0,0.19328714009762324
17995#637090#443252,,
294847#639189#441153,,
50697#332164#748404,,
559968#968984#111358,,
370543#392120#687780,,
70592#825386#254956,,
420845#827544#252798,,
363546#220940#861850,,
419242#192110#896131,0.0,0.29376905703283496
362246#789851#290491,0.0,0.18132818445293009
471821#541711#538631,,
314268#668990#411352,0.0,0.07161359637201156
71121#227428#855398,,
90456#90308#1015019,,
70387#851312#229030,,
614137#411708#668211,0.0,0.15615005146109015
474123#945329#135013,0.0,0.2603132562047648
250956#112939#974871,,
60158#435657#644570,,
191056#125281#962552,1.0,0.9177476946866543
469472#644390#435952,,
549660#345063#735614,,
533957#643190#437152,,
276628#1029250#51092,,
79919#293080#789995,,
43994#682879#397463,,
185685#464557#615785,,
288534#631787#448555,,
202565#678373#401969,,
566911#739058#341284,1.0,0.9839553136582145
37580#312172#770975,,
122488#203285#881953,,
172387#320783#762374,,
274378#607646#472696,0.0,0.3485067594692894
237497#330058#750645,,
111346#723683#356659,0.0,0.2858442332256018
370823#724599#355743,0.0,0.3839641338062734
606348#129718#958130,,
449034#363320#716530,,
580252#869186#211156,,
181019#275988#807041,,
55678#1057037#23305,1.0,0.8680079511425915
252288#34427#1070612,,
374536#844503#235839,,
633226#1033936#46406,0.0,0.4343949210595101
192121#140361#947741,,
615520#1032602#47740,,
205356#459696#620648,,
308627#608274#472068,,
5661#832248#248094,0.0,0.10012598569283979
275547#98610#989160,,
452863#1063022#17320,,
595502#405031#674893,,
387244#1075783#4559,,
593434#1061960#18382,,
112549#955411#124931,,
30463#190831#897407,,
265248#745376#334966,,
86629#480547#599795,,
268693#966637#113705,,
222991#439249#641056,,
516427#794807#285535,,
426359#520169#560173,,
68889#868614#211728,,
265748#963297#117045,,
298258#403324#676594,,
452897#51462#1053475,0.0,0.05008184725424123
26741#636276#444066,,
569896#711059#369283,,
435455#418000#661997,1.0,0.9703069299037236
173336#878614#201728,,
502500#628076#452266,0.0,0.364797614027151
267415#986097#94245,,
345136#60032#1044947,0.0,0.2732997756945131
458576#40190#1064907,,
4302#601384#478958,0.0,0.4554942612480615
345115#267326#815682,0.0,0.10821211779981915
428283#56648#1048301,0.0,0.21576888712663783
607444#711278#369064,,
102344#1036565#43777,,
192770#853699#226643,1.0,0.5073450157847422
159081#351463#729305,,
88456#284408#798648,,
28404#1034606#45736,,
503342#396585#683326,0.0,0.18662351371084313
482669#609602#470740,,
190687#985921#94421,,
4899#648464#431878,,
164227#151865#936241,1.0,0.99242962760941
227900#955758#124584,,
493096#833157#247185,0.0,0.20455086742197795
51379#98730#989043,1.0,0.8969647387191177
44938#536575#543767,0.0,0.19346728200111582
119345#774774#305568,,
150472#728973#351369,,
596238#96736#991037,,
165593#168711#919421,1.0,0.9151785291425195
583376#391854#688050,,
257864#37899#1067176,,
573726#290428#792626,,
393659#756615#323727,,
90895#44139#1060678,,
179417#379445#700409,,
309886#635853#444489,,
307520#1068041#12301,0.0,0.2648807406525199
193807#447070#633279,,
467388#461471#618869,,
127669#432226#647850,,
541764#664755#415587,0.0,0.3586112421094722
204878#982947#97395,,
199413#607250#473092,,
342770#112618#975196,,
152715#803369#276973,,
87105#747627#332715,,
566834#647815#432527,,
197842#43718#1061101,,
215185#351799#728986,0.0,0.345272409381774
342273#57340#1047621,,
241341#645299#435043,,
566827#233672#849159,,
256742#319070#764069,,
179491#511362#568980,,
266466#977733#102609,,
457547#711495#368847,,
537504#851036#229306,0.0,0.35980320549992295
320242#292669#790401,,
94733#544744#535598,0.0,0.03560490276123859
342239#373092#706760,,
578330#460689#619649,,
476218#198461#889802,1.0,0.9865671828511334
258409#626700#453642,0.0,0.21274144592707694
191225#830941#249401,0.0,0.28145300661286915
114680#822914#257428,,
427430#951014#129328,0.0,0.31143344967339176
624224#807004#273338,0.0,0.09013017725237482
391260#391167#688739,0.0,0.041703099826779444
168104#529061#551281,0.0,0.15926818819290722
142392#809682#270660,,
244315#1066402#13940,,
596786#103271#984503,,
372817#78455#1026673,,
467190#700736#379606,0.0,0.27816033365969
162648#1077008#3334,1.0,0.5992339389279845
244455#652739#427603,1.0,0.7967830195497158
534646#46181#1058647,0.0,0.1612254488219977
12260#570956#509386,0.0,0.17591882595096378
280524#378605#701250,0.0,0.036579996214293
162468#882926#197416,,
135060#276201#806826,,
127453#635492#444850,0.0,0.32780795715089484
287960#680841#399501,,
556574#423642#656341,,
606175#645235#435107,,
312578#681299#399043,,
449170#109500#978298,,
566154#223042#859758,,
1570#276940#806088,,
273285#460443#619892,,
530012#170508#917632,,
469323#1026555#53787,,
439562#694459#385883,,
453121#497380#582962,0.0,0.3405432262350055
392572#854173#226169,,
62352#43167#1061651,,
448272#496784#583558,,
53541#38112#1066974,,
287394#113303#974511,,
368128#312562#770579,,
101094#1031077#49265,,
464970#601836#478506,,
400829#997842#82500,,
440985#214979#867778,,
257111#594381#485961,1.0,0.6023378864155601
27657#1002197#78145,0.0,0.1421686414844414
239702#780265#300077,,
1918#789362#290980,,
4622#626707#453635,,
548376#738954#341388,0.0,0.07868380782133845
272302#414871#665067,,
392726#608013#472329,,
15160#650042#430300,,
184448#39817#1065275,0.0,0.3865315323731321
441194#215110#867641,,
398650#1017737#62605,,
6491#387903#691949,,
476140#156804#931295,0.0,0.2310715558495849
272055#932043#148299,1.0,0.827518012151255
258902#1049197#31145,1.0,0.9114520961854448
519069#717931#362411,,
75193#598682#481660,,
500441#967498#112844,0.0,0.3919983886733086
73989#147538#940555,0.0,0.26626070185766026
550050#152517#935580,1.0,0.9890511273896126
499080#100576#987201,,
88932#643557#436785,,
437718#389084#690772,,
527456#662104#418238,,
229069#1069001#11341,,
113646#336571#744012,,
153837#237822#845156,,
304605#886185#194157,0.0,0.39327338403364254
123181#378820#701033,0.0,0.1409142466379099
181637#610524#469818,,
392025#512448#567894,0.0,0.18601883983414008
439309#299111#783988,,
36693#457689#622645,,
434626#862892#217450,,
301727#556170#524172,,
165229#440946#639370,,
504704#835524#244818,,
125270#650653#429689,0.0,0.2355072652387708
579936#94267#993512,,
75927#486827#593515,0.0,0.1512485191364715
195163#38412#1066675,,
30273#856260#224082,,
75317#302949#780163,,
473841#654811#425531,,
117318#778597#301745,,
381562#171093#917046,,
395387#561991#518351,,
427491#221234#861559,1.0,0.7876207299419333
553515#201329#886941,,
591996#418134#661864,,
74464#773220#307122,,
117229#436562#643703,,
478161#655063#425279,,
48032#656882#423460,,
207943#316062#767079,,
120066#443931#636392,,
179706#474625#605717,,
267891#420356#659633,,
51738#89139#1016167,,
499945#62446#1042542,,
139753#124250#963577,,
90371#1080044#298,0.0,0.06654146393577139
25170#721348#358994,0.0,0.06838340308785953
74331#968965#111377,,
256286#992400#87942,0.0,0.1217103672673559
72913#768007#312335,0.0,0.19032187063899766
198361#108918#978880,0.0,0.09097341012063881
71833#296071#787033,,
330583#493229#587113,,
604883#54411#1050538,,
379370#639833#440509,0.0,0.07058731769844337
492269#652755#427587,,
472100#1001680#78662,0.0,0.05519694210795163
510758#424176#655809,,
381016#103280#984494,0.0,0.25636015629969433
556932#699545#380797,,
86708#867455#212887,,
568139#645889#434453,,
545630#622412#457930,,
477446#202252#882983,,
433692#282832#800218,,
407559#803417#276925,,
513739#173890#914225,,
29141#1019954#60388,,
541331#213278#869474,,
474437#662382#417960,,
103685#555444#524898,,
264189#1045669#34673,,
277780#1009745#70597,,
262679#321028#762127,,
68401#560439#519903,,
560219#461561#618779,,
272459#34937#1070113,,
217677#822782#257560,,
51878#351840#728946,,
143414#432535#647548,,
246165#136172#951923,,
41827#1039795#40547,1.0,0.8503663680124086
499482#1000232#80110,,
196346#40770#1064327,,
200098#106089#981692,,
180512#1049772#30570,,
150528#377363#702493,,
271459#708377#371965,,
602356#751253#329089,0.0,0.3642577220962205
448331#378093#701764,0.0,0.1800076016178145
384028#343561#737112,,
165679#972289#108053,,
263840#406717#673207,,
147806#1027921#52421,,
58714#514195#566147,,
413450#757080#323262,0.0,0.3989856299442375
605324#710401#369941,,
154311#733914#346428,,
516522#577670#502672,,
60538#658872#421470,,
284285#417178#662819,0.0,0.2663354772919264
67801#650625#429717,,
365952#182194#905940,,
505917#825898#254444,,
65000#176964#911144,,
188193#823898#256444,,
492868#833500#246842,,
151569#1063765#16577,,
259090#703559#376783,1.0,0.8181790127906217
567645#945758#134584,1.0,0.9726611077957147
175879#866468#213874,,
584521#36856#1068206,1.0,0.9242549479745757
62792#172726#915398,1.0,0.7726247074162654
443860#102717#985056,,
217815#184327#903810,0.0,0.30960339271434006
162481#333593#746984,,
611637#473862#606480,,
608520#180118#908005,,
44893#1005302#75040,0.0,0.3170908772293759
452016#189100#899106,,
251198#969363#110979,,
277741#147708#940386,,
467190#701110#379232,1.0,0.9416191652851236
132132#498372#581970,0.0,0.09357975665425035
26368#277552#805484,,
271194#631758#448584,,
250335#885580#194762,0.0,0.2459014646546884
537238#932198#148144,,
221270#713960#366382,,
137963#414556#665374,,
301325#467903#612439,,
585708#107321#980472,0.0,0.23807161513764263
128759#422122#657864,,
491548#823527#256815,,
275909#299245#783854,,
354954#821613#258729,0.0,0.08284396146524922
503851#688020#392322,,
80062#358708#721152,,
524231#150730#937369,,
162877#395215#684696,,
114855#694378#385964,,
479033#900736#179606,,
240710#508587#571755,0.0,0.1609927077854062
236243#624482#455860,,
95221#726069#354273,,
543855#718986#361356,,
512768#544428#535914,0.0,0.362906636529286
160650#218351#864421,,
46916#132421#955500,,
289971#505131#575211,,
200314#792568#287774,0.0,0.28988875550233945
212458#646242#434100,,
528335#349141#731608,,
542189#1050255#30087,,
260128#964825#115517,0.0,0.3625953363438371
63574#1032158#48184,,
120829#129768#958080,0.0,0.03772558771502955
63249#700553#379789,,
100465#142581#945516,,
534024#643151#437191,0.0,0.4678468582588964
241475#494246#586096,1.0,0.9368656459672895
409972#108889#978908,,
359079#1049709#30633,,
150514#120092#967733,,
532133#487500#592842,,
395076#221169#861625,0.0,0.18865301234214443
219645#734366#345976,,
418505#866462#213880,,
489461#1011990#68352,,
466455#51510#1053430,,
125140#415503#664451,,
606701#281621#801427,,
1082#493186#587156,1.0,0.9365434328511963
16541#818402#261940,,
4572#1046100#34242,,
59563#479124#601218,,
380752#943748#136594,,
593333#819500#260842,,
548127#779484#300858,,
161883#944460#135882,,
257648#748789#331553,,
566471#390971#688935,,
17310#807279#273063,,
171110#799078#281264,,
501410#516347#563995,,
560724#486152#594190,,
615637#693493#386849,0.0,0.15567178732786413
352701#1071648#8694,,
263388#40670#1064423,,
255514#444906#635424,,
281703#186702#901447,0.0,0.3204293056140235
167903#966579#113763,1.0,0.9559635327703079
116844#439669#640635,,
608629#364487#715364,,
395484#561560#518782,,
419177#472182#608160,,
433302#37368#1067690,,
480997#690212#390130,,
138621#947113#133229,0.0,0.48277799342651084
523917#393361#686548,,
50959#706837#373505,1.0,0.5129935580368997
216786#867187#213155,,
116904#119960#967864,,
329084#69433#1035620,,
217912#1067622#12720,,
363016#48347#1056479,,
273421#1004000#76342,,
91264#720445#359897,0.0,0.1026129581244107
156951#1063862#16480,,
471731#870125#210217,0.0,0.07423484671960165
219886#1064297#16045,,
499270#418802#661192,,
567211#682172#398170,,
543525#163507#924614,,
361057#193048#895199,,
610053#303046#780066,,
169710#953375#126967,,
150802#736477#343865,0.0,0.11626469991575807
560545#945873#134469,0.0,0.06751014385561704
571279#52117#1052831,,
511688#541693#538649,,
396001#208227#874483,,
142187#340091#740558,,
63416#693296#387046,1.0,0.7184770422203229
385894#852402#227940,1.0,0.500674470311789
85445#375737#704115,,
256329#666612#413730,0.0,0.3599560456209936
153637#563779#516563,0.0,0.41722791056950215
15350#359293#720570,,
118288#645375#434967,0.0,0.4000485065061841
206882#611626#468716,,
519215#635690#444652,,
196458#699744#380598,,
153160#1022174#58168,0.0,0.4057958931765361
633451#342454#738208,,
34255#1002921#77421,,
578814#809720#270622,,
184259#453088#627260,,
386551#981234#99108,,
519552#516805#563537,,
123337#835590#244752,,
453062#683320#397022,0.0,0.045018446241777074
338315#368312#711550,,
599248#541093#539249,,
67991#726045#354297,,
568163#687337#393005,,
113364#1076326#4016,0.0,0.36063036426254896
431755#814330#266012,,
229559#310553#772585,,
413305#818110#262232,,
554532#129960#957884,,
528012#661776#418566,,
11664#149619#938474,,
118324#779925#300417,,
353404#388460#691392,0.0,0.03394457283434059
287856#796181#284161,0.0,0.26020535682803325
239497#139736#948368,,
292616#392716#687194,,
415609#305445#777660,0.0,0.04680553565311154
425009#861464#218878,,
474398#1060769#19573,,
231584#956571#123771,,
293315#195768#892489,,
310534#1053890#26452,,
209617#619116#461226,0.0,0.2961189430978683
581021#298706#784397,,
308120#601521#478821,,
589805#823290#257052,1.0,0.9554391962525164
233042#480109#600233,1.0,0.947948561990286
198870#967960#112382,,
331949#358610#721251,,
80858#518656#561686,,
198637#152614#935484,,
498747#262733#820251,,
452180#232149#850687,,
322570#272292#810720,,
72601#400337#679569,0.0,0.1279635430579187
18220#726403#353939,0.0,0.060864045654537284
1077#521717#558625,0.0,0.35782167328449876
437930#513208#567134,0.0,0.37568484655932377
558587#355832#724029,,
528299#105462#982318,,
64885#690341#390001,0.0,0.3351608489467141
253539#89249#1016059,,
373021#369237#710622,0.0,0.22487922248847694
311904#490336#590006,,
147309#642194#438148,,
262699#1029985#50357,,
253264#660624#419718,,
259648#611965#468377,,
342585#75055#1029997,,
398568#601364#478978,,
423501#199559#888710,,
108937#174625#913483,,
178683#507580#572762,,
430742#994461#85881,1.0,0.9480679326154031
530878#488194#592148,0.0,0.3774713663580108
335#990279#90063,,
595527#207534#875161,,
193245#606886#473456,0.0,0.3872581957571634
588500#471213#609129,,
15001#110011#977787,,
301513#360869#718993,,
573890#766523#313819,,
1210#718377#361965,1.0,0.9262700968287921
31104#461334#619006,,
215403#587917#492425,0.0,0.3091687873528434
293174#643650#436692,,
120311#514288#566054,,
116951#446702#633644,,
369016#979240#101102,0.0,0.0690371642803185
541113#1058604#21738,,
285925#664844#415498,,
622972#332122#748444,,
81301#732533#347809,0.0,0.4906874485469613
588756#184008#904132,,
235350#350711#730057,,
388621#845327#235015,,
304905#38835#1066256,1.0,0.7196170282641271
402906#245930#837066,,
442133#396013#683893,,
108153#223529#859268,0.0,0.04949064383449406
57626#530599#549743,,
386460#376297#703555,,
48520#947916#132426,,
143530#766371#313971,,
345498#668372#411970,0.0,0.09528542741364852
474546#618389#461953,0.0,0.4562993214307817
364040#592149#488193,0.0,0.4563882984719647
86898#780794#299548,,
613059#265379#817611,,
617220#477812#602530,,
18941#484066#596276,0.0,0.40376471681636267
582626#198739#889525,0.0,0.19132229402601114
139151#626959#453383,,
170784#998927#81415,,
274076#960600#119742,0.0,0.1673290322554601
145748#140791#947315,,
69026#650144#430198,,
238754#282421#800635,,
92837#823524#256818,,
123181#321850#761297,0.0,0.14883205886503184
627116#370972#708876,,
164029#561057#519285,,
166751#617813#462529,,
202347#372345#707510,,
391465#121568#966252,1.0,0.932962889198669
288517#856650#223692,,
524503#454090#626254,0.0,0.23092961063277118
320799#858783#221559,,
132881#262950#820038,0.0,0.2844463460991366
532562#318106#765033,,
261707#969439#110903,0.0,0.05049383638412814
131033#282661#800393,,
31397#824120#256222,0.0,0.36191891415330407
502183#793377#286965,,
388843#591094#489248,0.0,0.42025088618536804
349257#1052492#27850,,
562313#696142#384200,,
400842#274201#808821,,
143821#560417#519925,,
185417#99573#988209,0.0,0.39778146776500606
380681#77385#1027700,0.0,0.05625097804975624
242400#189723#898509,,
158599#804710#275632,,
493658#869423#210919,0.0,0.19324199595944225
357188#463333#617009,,
240864#675575#404767,1.0,0.8977944115101781
612804#92876#994892,,
152056#346255#734452,0.0,0.033372538011216236
288096#779525#300817,,
376844#306131#776983,,
326226#362501#717357,,
315760#747494#332848,,
135018#620823#459519,0.0,0.21938387158875003
286189#348330#732408,,
50707#539591#540751,0.0,0.4043929751281692
50707#539521#540821,,
60413#876557#203785,,
100539#115010#972811,,
77509#35945#1069104,,
275577#456206#624119,,
436457#585833#494509,1.0,0.6746088592582573
548206#850484#229858,,
486982#933887#146455,,
39802#1002555#77787,,
275706#328771#751921,,
346060#578363#501979,0.0,0.2846516575585185
460001#1058475#21867,,
481174#115704#972114,,
198782#973735#106607,0.0,0.4336578555828763
494420#877598#202744,0.0,0.05777068514376411
185777#204233#881019,,
493042#707982#372360,,
576042#140747#947361,,
412303#997439#82903,,
122085#251866#831140,,
556806#1029788#50554,,
167159#521989#558353,0.0,0.36773785969653716
226513#157678#930421,,
35720#86433#1018832,,
202813#773073#307269,,
447150#542000#538342,,
395162#987563#92779,0.0,0.32559544344260466
249999#96161#991610,0.0,0.06457703741531866
605983#145289#942809,,
400943#54071#1050875,,
456373#199445#888823,,
251676#825782#254560,,
382092#540182#540160,1.0,0.5971322953991771
505991#968410#111932,,
275352#431316#648735,,
72460#441989#638323,,
217722#298135#784969,1.0,0.8997593751146183
587059#297604#785499,0.0,0.1462771428985862
232119#1074798#5544,,
525248#403630#676291,,
433582#269610#813402,,
200203#910025#170317,0.0,0.28439093343213606
495814#825316#255026,,
542061#1079657#685,,
633451#847893#232449,,
555357#876976#203366,1.0,0.9680330411033888
317313#839851#240491,,
632902#423030#656957,,
615707#740738#339604,,
105908#363131#716721,0.0,0.22788350869176915
577118#293167#789910,,
561165#643604#436738,,
312082#639010#441332,0.0,0.0860712402804378
364321#153700#934407,,
252001#106940#980847,,
416746#895699#184643,,
120380#410585#669344,0.0,0.1988269551055536
590184#1053660#26682,,
608878#587928#492414,,
88313#279263#803782,,
440359#199027#889238,,
78560#1072584#7758,,
522305#1026082#54260,,
295989#457696#622638,,
603519#989199#91143,,
393940#439131#641174,,
303621#637273#443069,,
270144#802240#278102,,
148238#373580#706273,,
